Concurso,Data Sorteio,Bola1 sorteio 1,Bola2 sorteio 1,Bola3 sorteio 1,Bola4 Sorteio 1,Bola5 sorteio 1,Bola6 sorteio 1,Ganhadores 6 acertos  Sorteio 1,Cidade / UF,Rateio 6 acertos  Sorteio1,Ganhadores 5   acertos Sorteio1,Rateio 5 acertos Sorteio1,Ganhadores 4 acertos Sorteio1,Rateio 4 acertos Sorteio1,Ganhadores 3 acertos Sorteio1,Rateio 3 acertos Sorteio1,Bola1 sorteio 2,Bola2 sorteio 2,Bola3 sorteio 2,Bola4 Sorteio 2,Bola5 sorteio 2,Bola6 sorteio 2,Ganhadores 6 acertos Sorteio2,Rateio 6 acertos  Sorteio 2,Ganhadores 5 acertos Sorteio2,Rateio 5 acertos Sorteio 2,Ganhadores 4 acertos Sorteio2,Rateio 4 acertos Sorteio 2,Ganhadores 3 acertos Sorteio2,Rateio 3 acertos Sorteio 2, Acumulado 6 acertos sorteio 1,Arrecadacao Total,Estimativa Prêmio,Acumulado Sorteio Especial Dupla de Páscoa,Observação
1505,16/06/2016,3,10,25,26,27,42,0,,"R$0,00",13,"R$3.987,62",841,"R$70,44",0,"R$0,00",3,5,13,22,42,43,0,"R$0,00",14,"R$3.702,79",771,"R$76,84",0,"R$0,00",Sim,"R$1.708.352,00","R$900.000,00","R$3.155.801,34",
1506,18/06/2016,2,4,5,13,28,47,0,,"R$0,00",21,"R$2.573,51",956,"R$64,60",0,"R$0,00",16,17,37,44,45,47,0,"R$0,00",11,"R$4.913,07",573,"R$107,79",0,"R$0,00",Sim,"R$1.781.006,00","R$1.100.000,00","R$3.242.271,32",
1507,21/06/2016,3,14,30,31,41,45,0,,"R$0,00",18,"R$3.836,45",820,"R$96,24",0,"R$0,00",9,17,28,29,40,42,0,"R$0,00",13,"R$5.312,01",757,"R$104,25",0,"R$0,00",Sim,"R$2.275.738,00","R$1.500.000,00","R$3.352.761,12",
1508,23/06/2016,12,19,31,33,39,49,1,Ribeirão Preto/SP,"R$1.457.623,82",22,"R$2.701,44",1013,"R$67,05",0,"R$0,00",4,10,15,33,37,44,0,"R$0,00",20,"R$2.971,59",890,"R$76,31",0,"R$0,00",Não,"R$1.958.566,00","R$300.000,00","R$3.447.851,86","O ACUMULADO DA SENA DO 2º SORTEIO (R$ 106.977,06) FICA ACUMULADO PARA A SENA DO 1º SORTEIO DO PRÓXIMO CONCURSO."
1509,25/06/2016,3,9,11,15,21,28,0,,"R$0,00",17,"R$2.473,85",753,"R$63,82",0,"R$0,00",5,9,12,13,35,47,0,"R$0,00",14,"R$3.003,96",872,"R$55,11",0,"R$0,00",Sim,"R$1.385.932,00","R$500.000,00","R$3.515.140,52",
1510,28/06/2016,5,16,18,26,41,50,0,,"R$0,00",12,"R$4.637,11",730,"R$87,11",14762,"R$2,15",9,23,32,33,42,47,0,"R$0,00",10,"R$5.008,08",716,"R$88,81",14878,"R$2,13",Sim,"R$1.833.786,00","R$750.000,00","R$3.604.173,02",
1511,30/06/2016,13,16,25,28,29,34,0,,"R$0,00",16,"R$3.343,60",913,"R$66,96",15628,"R$1,95",1,34,35,36,43,45,0,"R$0,00",25,"R$1.925,91",929,"R$65,81",13591,"R$2,24",Sim,"R$1.763.006,00","R$1.000.000,00","R$3.689.769,08",
1512,02/07/2016,17,22,25,26,32,42,0,,"R$0,00",13,"R$4.690,25",703,"R$99,12",15918,"R$2,18",2,21,28,38,43,44,0,"R$0,00",11,"R$4.988,72",686,"R$101,57",13682,"R$2,54",Sim,"R$2.009.368,00","R$1.200.000,00","R$3.787.326,32",
1513,05/07/2016,5,25,31,37,39,41,0,,"R$0,00",7,"R$10.339,48",757,"R$109,26",17536,"R$2,35",7,8,14,35,37,44,0,"R$0,00",20,"R$3.256,94",1125,"R$73,52",20560,"R$2,01",Sim,"R$2.385.156,00","R$1.500.000,00","R$3.903.128,52",
1514,07/07/2016,11,21,34,41,43,46,0,SÃO JOSÉ DO CEDRO/SC,"R$0,00",10,"R$6.664,61",742,"R$102,65",15567,"R$2,44",11,16,32,40,42,49,1,"R$73.310,71",9,"R$6.664,61",752,"R$101,28",15273,"R$2,49",Sim,"R$2.196.316,00","R$1.800.000,00","R$4.009.762,31",
1515,09/07/2016,17,26,32,33,40,46,0,,"R$0,00",11,"R$5.764,95",684,"R$105,95",15342,"R$2,36",6,7,16,18,49,50,0,"R$0,00",15,"R$3.804,86",941,"R$77,01",16884,"R$2,14",Sim,"R$2.089.814,00","R$2.000.000,00","R$4.111.225,29",
1516,12/07/2016,1,24,26,30,39,49,0,,"R$0,00",16,"R$4.696,42",805,"R$106,68",16483,"R$2,60",4,14,18,19,34,43,0,"R$0,00",17,"R$3.978,15",1153,"R$74,48",21192,"R$2,02",Sim,"R$2.476.324,00","R$2.300.000,00","R$4.231.453,80",
1517,14/07/2016,16,24,27,35,48,50,0,,"R$0,00",22,"R$3.083,76",1093,"R$70,93",18907,"R$2,05",9,11,17,21,30,35,0,"R$0,00",16,"R$3.816,16",1118,"R$69,35",18119,"R$2,13",Sim,"R$2.235.754,00","R$2.600.000,00","R$4.340.002,36",
1518,16/07/2016,5,10,20,24,25,27,0,FORMIGA/MG,"R$0,00",22,"R$3.151,78",1154,"R$68,66",20807,"R$1,90",2,24,28,29,33,48,1,"R$76.273,16",20,"R$3.120,27",1055,"R$75,11",19865,"R$1,99",Sim,"R$2.285.068,00","R$2.800.000,00","R$4.450.945,15",
1519,19/07/2016,2,3,17,33,42,49,0,,"R$0,00",17,"R$4.675,51",1373,"R$66,16",24384,"R$1,86",9,14,20,24,28,41,0,"R$0,00",13,"R$5.502,71",957,"R$94,92",19283,"R$2,35",Sim,"R$2.619.376,00","R$3.200.000,00","R$4.578.119,01",
1520,21/07/2016,2,5,9,44,46,50,0,,"R$0,00",14,"R$5.382,05",1091,"R$78,93",21727,"R$1,98",4,12,23,30,39,46,0,"R$0,00",23,"R$2.948,43",1067,"R$80,70",21027,"R$2,04",Sim,"R$2.483.110,00","R$3.500.000,00","R$4.698.676,98",
1521,23/07/2016,3,19,20,33,39,42,1,Curitiba/PR,"R$3.412.670,06",25,"R$2.941,33",1145,"R$73,39",20695,"R$2,03",2,18,37,38,42,49,0,"R$0,00",11,"R$6.016,35",1069,"R$78,61",19884,"R$2,11",Não,"R$2.423.278,00","R$260.000,00","R$4.816.330,04","O VALOR DA SENA DO 2º SORTEIO (R$ 80.886,47) FICA ACUMULADO PARA A SENA DO 1º SORTEIO DO PRÓXIMO CONCURSO"
1522,26/07/2016,12,18,25,33,38,42,1,RIO DE JANEIRO/RJ; NATAL/RN,"R$234.920,04",30,"R$1.711,48",1061,"R$55,30",16718,"R$1,75",1,4,5,23,25,40,1,"R$56.478,98",8,"R$5.776,26",779,"R$75,32",14404,"R$2,03",Não,"R$1.692.054,00","R$150.000,00","R$4.898.481,31",
1523,28/07/2016,4,6,12,20,35,37,0,,"R$0,00",13,"R$3.514,05",607,"R$86,01",11754,"R$2,22",6,9,19,20,35,38,0,"R$0,00",8,"R$5.139,30",561,"R$93,06",11673,"R$2,23",Sim,"R$1.505.468,00","R$350.000,00","R$4.971.573,58","O ACUMULADO DA SENA DO 2º SORTEIO (R$ 50.250,93 ) FICA ACUMULADO PARA A SENA DO 1º SORTEIO DO PRÓXIMO CONCURSO."
1524,30/07/2016,2,7,21,34,35,49,0,,"R$0,00",10,"R$4.938,23",792,"R$71,25",13714,"R$2,05",7,13,20,29,31,41,0,"R$0,00",18,"R$2.469,11",764,"R$73,87",13479,"R$2,09",Sim,"R$1.627.390,00","R$550.000,00","R$5.050.585,33","O VALOR DA SENA DO 2º SORTEIO (R$ 54.320,56) FICA ACUMULADO PARA A SENA DO 1º SORTEIO DO PRÓXIMO CONCURSO."
1525,02/08/2016,6,15,17,31,33,47,0,,"R$0,00",20,"R$2.913,07",962,"R$69,21",16106,"R$2,06",1,11,21,23,43,49,0,"R$0,00",11,"R$4.766,84",771,"R$86,36",14499,"R$2,29",Sim,"R$1.919.996,00","R$800.000,00","R$5.143.803,45","O PRÊMIO DA SENA DO 2º SORTEIO (R$64.087,44) FICA ACUMULADO PARA A SENA DO 1º SORTEIO DO PRÓXIMO CONCURSO."
1526,04/08/2016,3,5,7,15,25,43,1,MONTE CARMELO/MG,"R$791.116,57",13,"R$4.166,12",1173,"R$52,76",19294,"R$1,60",6,8,12,15,28,39,0,"R$0,00",10,"R$4.874,36",833,"R$74,30",15928,"R$1,94",Não,"R$1.784.824,00","R$200.000,00","R$5.230.458,82","O PRÊMIO DA SENA DO 2º SORTEIO (R$ 59.575,54 ) FICA ACUMULADO PARA A SENA DO 1º SORTEIO DO PRÓXIMO CONCURSO."
1527,06/08/2016,9,10,15,18,27,33,0,,"R$0,00",11,"R$4.476,59",952,"R$59,11",15810,"R$1,77",5,30,31,45,46,47,0,"R$0,00",12,"R$3.693,18",577,"R$97,53",11343,"R$2,48",Sim,"R$1.622.780,00","R$500.000,00","R$5.309.246,74",
1528,09/08/2016,13,16,23,30,33,34,0,,"R$0,00",6,"R$8.779,12",610,"R$98,68",13379,"R$2,24",3,4,5,11,22,31,0,"R$0,00",7,"R$6.772,46",840,"R$71,66",15435,"R$1,95",Sim,"R$1.735.890,00","R$650.000,00","R$5.393.526,30",
1529,11/08/2016,12,21,28,33,43,44,0,,"R$0,00",4,"R$12.197,08",668,"R$83,47",12656,"R$2,20",2,5,9,14,27,29,0,"R$0,00",23,"R$1.909,11",1068,"R$52,20",17024,"R$1,63",Sim,"R$1.607.814,00","R$1.000.000,00","R$5.471.587,60",
1530,13/08/2016,23,24,32,35,41,48,0,,"R$0,00",8,"R$6.796,84",749,"R$82,96",14532,"R$2,13",4,7,9,18,23,37,0,"R$0,00",25,"R$1.957,49",1047,"R$59,35",17174,"R$1,80",Sim,"R$1.791.914,00","R$1.100.000,00","R$5.558.587,19",
1531,16/08/2016,3,9,13,42,47,48,0,,"R$0,00",15,"R$3.705,62",968,"R$65,62",18068,"R$1,75",2,3,21,36,44,50,0,"R$0,00",17,"R$2.942,69",691,"R$91,93",14685,"R$2,16",Sim,"R$1.831.772,00","R$1.300.000,00","R$5.647.521,93",
1532,18/08/2016,15,16,18,22,24,38,0,,"R$0,00",19,"R$2.822,34",943,"R$64,98",14601,"R$2,09",5,12,13,14,16,28,0,"R$0,00",21,"R$2.298,19",1025,"R$59,79",18094,"R$1,69",Sim,"R$1.767.188,00","R$1.500.000,00","R$5.733.321,05",
1533,20/08/2016,2,4,14,33,34,46,0,,"R$0,00",13,"R$4.088,04",729,"R$83,31",15135,"R$2,00",4,6,7,17,44,46,0,"R$0,00",16,"R$2.989,38",731,"R$83,08",15027,"R$2,02",Sim,"R$1.751.372,00","R$1.800.000,00","R$5.818.352,27",
1534,23/08/2016,7,10,24,26,31,36,0,,"R$0,00",10,"R$6.290,65",713,"R$100,83",16282,"R$2,20",6,13,21,25,29,50,0,"R$0,00",22,"R$2.573,45",1124,"R$63,96",18524,"R$1,94",Sim,"R$2.073.078,00","R$2.100.000,00","R$5.919.002,71",
1535,25/08/2016,12,15,29,39,40,48,0,,"R$0,00",12,"R$4.925,90",629,"R$107,40",13600,"R$2,48",20,21,26,29,39,42,0,"R$0,00",10,"R$5.319,97",584,"R$115,67",12707,"R$2,65",Sim,"R$1.947.990,00","R$2.300.000,00","R$6.013.579,98",
1536,27/08/2016,3,8,27,28,39,50,0,,"R$0,00",9,"R$7.066,82",841,"R$86,42",17298,"R$2,10",1,3,40,42,48,50,0,"R$0,00",7,"R$8.177,32",803,"R$90,51",15350,"R$2,36",Sim,"R$2.095.978,00","R$2.500.000,00","R$6.115.342,24",
1537,30/08/2016,4,7,16,19,21,37,0,,"R$0,00",17,"R$3.852,53",1229,"R$60,90",20591,"R$1,81",3,7,26,41,45,47,0,"R$0,00",27,"R$2.183,10",1051,"R$71,21",19069,"R$1,96",Sim,"R$2.158.316,00","R$2.800.000,00","R$6.220.131,09",
1538,01/09/2016,13,15,36,39,46,48,0,,"R$0,00",15,"R$4.538,11",963,"R$80,78",18954,"R$2,05",2,31,34,38,39,43,0,"R$0,00",11,"R$5.569,51",808,"R$96,28",15865,"R$2,45",Sim,"R$2.243.296,00","R$3.000.000,00","R$6.329.045,81",
1539,03/09/2016,2,9,11,18,30,33,0,,"R$0,00",27,"R$2.619,39",1245,"R$64,92",21763,"R$1,85",1,9,35,43,45,49,0,"R$0,00",20,"R$3.182,55",937,"R$86,26",19303,"R$2,09",Sim,"R$2.330.684,00","R$3.400.000,00","R$6.442.203,34",
1540,06/09/2016,4,12,19,20,30,41,0,,"R$0,00",12,"R$5.500,67",967,"R$78,01",18041,"R$2,09",3,5,11,19,32,33,0,"R$0,00",27,"R$2.200,27",1333,"R$56,59",23648,"R$1,59",Sim,"R$2.175.290,00","R$3.700.000,00","R$6.547.816,29",
1541,08/09/2016,3,21,22,28,30,36,0,,"R$0,00",12,"R$4.515,40",687,"R$90,13",13537,"R$2,28",16,18,37,45,46,49,0,"R$0,00",6,"R$8.127,70",725,"R$85,41",14399,"R$2,15",Sim,"R$1.785.652,00","R$3.900.000,00","R$6.634.511,85",
1542,10/09/2016,3,4,35,43,47,49,0,,"R$0,00",20,"R$3.827,19",1366,"R$64,03",23183,"R$1,88",18,30,32,39,44,45,0,"R$0,00",5,"R$13.777,87",797,"R$109,75",18044,"R$2,42",Sim,"R$2.522.492,00","R$4.300.000,00","R$6.756.981,87",
1543,13/09/2016,17,21,23,42,44,45,0,,"R$0,00",18,"R$4.965,41",1434,"R$71,23",26294,"R$1,94",1,3,8,17,25,38,0,"R$0,00",29,"R$2.773,78",1568,"R$65,14",27010,"R$1,89",Sim,"R$2.945.424,00","R$4.600.000,00","R$6.899.985,75",
1544,15/09/2016,6,23,26,33,48,50,0,,"R$0,00",26,"R$3.611,91",1289,"R$83,26",25861,"R$2,07",6,10,13,16,26,36,0,"R$0,00",20,"R$4.225,94",1529,"R$70,19",25874,"R$2,07",Sim,"R$3.094.788,00","R$5.000.000,00","R$7.050.241,43",
1545,17/09/2016,3,4,21,28,32,46,0,LONDRINA/PR; MONTE NEGRO/RO,"R$0,00",25,"R$3.719,70",1291,"R$82,32",25662,"R$2,07",1,3,4,7,12,13,2,"R$51.145,83",59,"R$1.418,53",2203,"R$48,24",31978,"R$1,66",Sim,"R$3.064.556,00","R$5.200.000,00","R$7.199.029,32",
1546,20/09/2016,11,13,22,36,49,50,1,MIGUEL PEREIRA/RJ,"R$5.282.359,01",24,"R$3.897,43",1500,"R$71,26",27487,"R$1,94",13,30,37,43,44,47,0,"R$0,00",15,"R$5.612,30",1278,"R$83,64",24432,"R$2,18",Não,"R$3.082.544,00","R$250.000,00","R$7.348.690,53","O PRÊMIO DA SENA DO 2º SORTEIO (R$ 102.892,07) FICA ACUMULADO PARA A SENA DO 1º SORTEIO DO PRÓXIMO CONCURSO."
1547,22/09/2016,4,10,16,33,44,45,0,PIRAQUARA/PR,"R$0,00",11,"R$4.248,70",835,"R$63,96",14140,"R$1,88",10,12,24,25,27,50,1,"R$51.409,25",16,"R$2.628,88",931,"R$57,37",15080,"R$1,77",Sim,"R$1.540.170,00","R$400.000,00","R$7.423.467,65",
1548,24/09/2016,10,11,17,29,44,47,0,,"R$0,00",14,"R$3.444,88",724,"R$76,12",13584,"R$2,02",3,14,22,24,35,42,0,"R$0,00",7,"R$6.200,79",774,"R$71,21",14708,"R$1,87",Sim,"R$1.589.360,00","R$600.000,00","R$7.500.633,00",
1549,27/09/2016,3,6,17,25,40,42,0,,"R$0,00",12,"R$4.493,03",810,"R$76,07",14675,"R$2,09",10,13,26,30,36,48,0,"R$0,00",15,"R$3.234,98",857,"R$71,90",15781,"R$1,95",Sim,"R$1.776.808,00","R$850.000,00","R$7.586.899,18",
1550,29/09/2016,2,17,18,20,26,44,0,,"R$0,00",8,"R$6.920,43",794,"R$79,68",14540,"R$2,17",4,7,16,17,28,46,0,"R$0,00",14,"R$3.559,08",951,"R$66,53",16505,"R$1,91",Sim,"R$1.824.496,00","R$1.000.000,00","R$7.675.480,68",
1551,01/10/2016,2,18,19,25,30,48,0,,"R$0,00",23,"R$2.507,38",849,"R$77,63",15762,"R$2,09",2,20,22,26,38,39,0,"R$0,00",5,"R$10.380,54",645,"R$102,18",13806,"R$2,38",Sim,"R$1.900.498,00","R$1.300.000,00","R$7.767.752,15",
1552,04/10/2016,3,10,16,23,25,35,1,SÃO PAULO/SP,"R$1.319.472,33",20,"R$3.235,74",1014,"R$72,93",19757,"R$1,87",6,8,15,21,37,47,0,"R$0,00",12,"R$4.853,62",806,"R$91,76",16590,"R$2,22",Não,"R$2.132.672,00","R$200.000,00","R$7.871.295,95","O PRÊMIO DA SENA DO 2º SORTEIO (R$ 71.186,34) FICA ACUMULADO PARA A SENA DO 1º SORTEIO DO PRÓXIMO CONCURSO."
1553,06/10/2016,7,22,29,30,37,43,0,,"R$0,00",12,"R$4.066,12",611,"R$91,26",12115,"R$2,30",21,24,31,32,37,40,0,"R$0,00",8,"R$5.489,25",427,"R$130,59",9495,"R$2,93",Sim,"R$1.607.980,00","R$400.000,00","R$7.949.365,34",
1554,08/10/2016,11,26,38,46,48,49,0,,"R$0,00",15,"R$3.525,00",626,"R$96,53",12988,"R$2,32",2,3,5,8,9,17,0,"R$0,00",29,"R$1.640,95",1364,"R$44,30",20675,"R$1,46",Sim,"R$1.742.492,00","R$700.000,00","R$8.033.965,44",
1555,11/10/2016,7,19,32,35,37,40,0,SALVADOR/BA,"R$0,00",18,"R$3.205,24",802,"R$82,21",14272,"R$2,30",4,8,25,26,39,40,1,"R$63.463,79",8,"R$6.490,61",814,"R$81,00",14847,"R$2,22",Sim,"R$1.901.312,00","R$850.000,00","R$8.126.276,42",
1556,13/10/2016,20,24,29,33,45,50,0,,"R$0,00",2,"R$20.266,36",564,"R$82,13",10868,"R$2,13",11,26,29,36,45,50,0,"R$0,00",7,"R$5.211,35",512,"R$90,47",10359,"R$2,23",Sim,"R$1.335.752,00","R$1.000.000,00","R$8.191.128,80",
1557,15/10/2016,4,10,25,27,41,50,1,BONFIM/RR,"R$997.028,90",41,"R$1.379,96",1404,"R$46,05",17675,"R$1,82",2,6,20,27,39,49,0,"R$0,00",14,"R$3.637,18",698,"R$92,63",14523,"R$2,22",Não,"R$1.864.534,00","R$160.000,00","R$8.281.654,16","O VALOR DA SENA DO 2º SORTEIO (R$ 62.236,18) FICA ACUMULADO PARA A SENA DO 1º SORTEIO DO PRÓXIMO CONCURSO"
1558,18/10/2016,19,23,29,32,40,45,0,,"R$0,00",10,"R$4.614,38",571,"R$92,35",11492,"R$2,29",15,23,26,32,38,43,0,"R$0,00",17,"R$2.442,91",658,"R$80,14",11824,"R$2,23",Sim,"R$1.520.664,00","R$400.000,00","R$8.355.484,25",
1559,20/10/2016,14,16,17,18,32,40,0,,"R$0,00",6,"R$7.004,54",424,"R$113,28",9485,"R$2,53",5,7,11,24,28,35,0,"R$0,00",14,"R$2.701,75",808,"R$59,44",14257,"R$1,68",Sim,"R$1.385.004,00","R$500.000,00","R$8.422.727,88",
1560,22/10/2016,10,14,24,29,31,43,0,,"R$0,00",11,"R$4.364,20",561,"R$97,79",11093,"R$2,47",3,9,15,18,34,43,0,"R$0,00",20,"R$2.160,27",1031,"R$53,21",15540,"R$1,76",Sim,"R$1.582.038,00","R$750.000,00","R$8.499.537,74",
1561,25/10/2016,3,26,37,43,47,49,0,,"R$0,00",11,"R$4.598,84",902,"R$64,09",14658,"R$1,97",19,22,23,28,38,41,0,"R$0,00",7,"R$6.504,08",533,"R$108,46",12418,"R$2,32",Sim,"R$1.667.098,00","R$1.000.000,00","R$8.580.477,36",
1562,27/10/2016,1,2,11,24,30,45,0,,"R$0,00",7,"R$7.189,75",681,"R$84,46",14054,"R$2,04",5,11,15,18,44,47,0,"R$0,00",13,"R$3.484,26",824,"R$69,80",15770,"R$1,82",Sim,"R$1.658.562,00","R$1.200.000,00","R$8.661.002,55",
1563,29/10/2016,10,34,42,45,47,48,0,,"R$0,00",6,"R$8.424,81",614,"R$94,08",13160,"R$2,19",9,21,27,36,49,50,0,"R$0,00",13,"R$3.499,54",828,"R$69,77",14558,"R$1,98",Sim,"R$1.665.832,00","R$1.400.000,00","R$8.741.880,70",
1564,01/11/2016,5,10,18,25,27,28,0,,"R$0,00",25,"R$2.619,52",1149,"R$65,13",20755,"R$1,80",20,21,23,27,28,49,0,"R$0,00",13,"R$4.533,79",813,"R$92,05",16474,"R$2,27",Sim,"R$2.158.154,00","R$1.700.000,00","R$8.846.661,69",
1565,03/11/2016,11,19,35,39,40,46,0,,"R$0,00",11,"R$4.187,73",562,"R$93,67",11623,"R$2,26",2,6,22,35,39,44,0,"R$0,00",16,"R$2.591,16",701,"R$75,10",12133,"R$2,16",Sim,"R$1.518.068,00","R$1.900.000,00","R$8.920.365,72",
1566,05/11/2016,1,2,29,36,46,48,0,,"R$0,00",13,"R$5.497,24",772,"R$105,79",17359,"R$2,35",3,18,25,28,35,40,0,"R$0,00",20,"R$3.215,89",815,"R$100,21",17941,"R$2,27",Sim,"R$2.355.094,00","R$2.200.000,00","R$9.034.708,36",
1567,08/11/2016,5,17,25,35,45,46,0,,"R$0,00",52,"R$1.363,49",1389,"R$58,33",21750,"R$1,86",11,12,19,22,23,37,0,"R$0,00",13,"R$4.908,58",992,"R$81,68",20980,"R$1,93",Sim,"R$2.336.558,00","R$2.500.000,00","R$9.148.151,07",
1568,10/11/2016,7,9,27,39,44,49,0,,"R$0,00",20,"R$3.181,71",1034,"R$70,33",19303,"R$1,88",6,9,14,22,25,47,0,"R$0,00",17,"R$3.368,87",1122,"R$64,81",19210,"R$1,89",Sim,"R$2.097.058,00","R$2.800.000,00","R$9.249.965,76",
1569,12/11/2016,1,14,21,37,41,49,0,,"R$0,00",15,"R$5.027,49",858,"R$100,44",17181,"R$2,50",1,26,29,31,36,47,0,"R$0,00",14,"R$4.847,93",727,"R$118,54",17062,"R$2,52",Sim,"R$2.485.204,00","R$3.100.000,00","R$9.370.625,39",
1570,17/11/2016,11,14,17,34,37,40,0,,"R$0,00",22,"R$4.358,60",1351,"R$81,11",24069,"R$2,27",9,22,38,42,44,46,0,"R$0,00",22,"R$3.922,74",1389,"R$78,89",26342,"R$2,08",Sim,"R$3.160.018,00","R$3.500.000,00","R$9.524.048,07",
1571,19/11/2016,8,12,25,37,43,49,1,SULINA/PR,"R$3.493.079,00",55,"R$1.498,24",1591,"R$59,19",25256,"R$1,86",14,18,25,30,34,47,0,"R$0,00",24,"R$3.090,12",1088,"R$86,55",21146,"R$2,22",Não,"R$2.715.588,00","R$200.000,00","R$9.655.893,14","O VALOR DA SENA DO 2º SORTEIO (R$ 90.643,47) FICA ACUMULADO PARA A SENA DO 1º SORTEIO DO PRÓXIMO CONCURSO."
1572,22/11/2016,12,14,18,37,41,49,0,,"R$0,00",32,"R$1.555,36",1089,"R$52,23",14505,"R$1,96",2,8,16,22,23,27,0,"R$0,00",14,"R$3.199,59",900,"R$63,20",15501,"R$1,83",Sim,"R$1.640.214,00","R$450.000,00","R$9.735.527,51",
1573,24/11/2016,6,19,25,38,44,49,0,,"R$0,00",24,"R$1.953,80",781,"R$68,61",14094,"R$1,90",5,13,20,24,31,36,0,"R$0,00",17,"R$2.482,47",840,"R$63,79",14041,"R$1,90",Sim,"R$1.545.292,00","R$600.000,00","R$9.810.553,30",
1574,26/11/2016,4,8,10,14,42,43,0,,"R$0,00",16,"R$3.019,94",663,"R$83,29",13516,"R$2,04",13,16,19,23,25,40,0,"R$0,00",11,"R$3.953,38",667,"R$82,79",14068,"R$1,96",Sim,"R$1.592.352,00","R$800.000,00","R$9.887.863,91",
1575,29/11/2016,2,6,21,45,49,50,0,,"R$0,00",15,"R$3.403,46",882,"R$66,15",14967,"R$1,94",3,26,27,32,36,50,0,"R$0,00",16,"R$2.871,67",678,"R$86,05",13801,"R$2,11",Sim,"R$1.682.410,00","R$1.000.000,00","R$9.969.546,95",
1576,01/12/2016,5,6,7,8,9,20,0,,"R$0,00",94,"R$790,73",1235,"R$48,14",15700,"R$1,89",20,24,30,39,41,43,0,"R$0,00",10,"R$4.682,72",472,"R$125,98",10328,"R$2,87",Sim,"R$1.714.652,00","R$1.300.000,00","R$10.052.795,37",
1577,03/12/2016,2,15,16,31,37,40,0,,"R$0,00",10,"R$6.118,84",603,"R$115,96",13335,"R$2,62",14,22,40,42,44,48,0,"R$0,00",14,"R$3.933,54",910,"R$76,84",16575,"R$2,10",Sim,"R$2.016.456,00","R$1.500.000,00","R$10.150.696,73",
1578,06/12/2016,4,16,25,26,27,47,0,,"R$0,00",14,"R$4.749,50",992,"R$76,60",19501,"R$1,94",3,5,7,9,28,36,0,"R$0,00",26,"R$2.301,68",1680,"R$45,23",24499,"R$1,55",Sim,"R$2.191.270,00","R$1.800.000,00","R$10.257.085,51",
1579,08/12/2016,3,15,17,33,42,47,0,,"R$0,00",37,"R$1.532,77",1214,"R$53,38",18541,"R$1,74",23,25,26,28,38,40,0,"R$0,00",16,"R$3.190,09",701,"R$92,45",13702,"R$2,36",Sim,"R$1.868.958,00","R$2.000.000,00","R$10.347.825,67",
1580,10/12/2016,6,19,28,33,47,48,1,CAMPINAS/SP,"R$2.053.256,92",20,"R$3.158,95",1016,"R$71,06",18468,"R$1,95",12,14,23,28,32,36,0,"R$0,00",16,"R$3.553,81",1183,"R$61,03",18841,"R$1,91",Não,"R$2.082.056,00","R$200.000,00","R$10.448.912,00","O VALOR DA SENA DO 2º SORTEIO (R$ 69.496,83) FICA ACUMULADO PARA A SENA DO 1º SORTEIO DO PRÓXIMO CONCURSO."
1581,13/12/2016,14,17,30,32,33,50,0,,"R$0,00",10,"R$4.875,49",536,"R$103,95",11697,"R$2,38",1,14,18,22,31,47,0,"R$0,00",9,"R$4.875,49",593,"R$93,96",11823,"R$2,35",Sim,"R$1.606.712,00","R$450.000,00","R$10.526.919,80",
1582,15/12/2016,19,24,34,36,39,47,0,,"R$0,00",7,"R$6.903,25",652,"R$84,70",13342,"R$2,06",11,13,22,24,31,40,0,"R$0,00",12,"R$3.624,21",629,"R$87,79",12330,"R$2,23",Sim,"R$1.592.472,00","R$600.000,00","R$10.604.236,24",
1583,17/12/2016,2,10,14,27,43,49,0,,"R$0,00",11,"R$4.463,91",936,"R$59,95",15280,"R$1,83",25,30,36,37,42,45,0,"R$0,00",2,"R$22.096,37",495,"R$113,36",11524,"R$2,43",Sim,"R$1.618.186,00","R$800.000,00","R$10.682.801,14",
1584,20/12/2016,2,5,12,26,33,38,0,,"R$0,00",21,"R$2.447,10",862,"R$68,13",15567,"R$1,88",22,29,34,36,44,47,0,"R$0,00",7,"R$6.607,16",823,"R$71,36",14643,"R$2,00",Sim,"R$1.693.520,00","R$1.100.000,00","R$10.765.023,59",
1585,22/12/2016,8,12,13,19,20,45,0,,"R$0,00",26,"R$1.963,81",936,"R$62,34",16767,"R$1,74",5,29,31,35,45,50,0,"R$0,00",18,"R$2.552,95",773,"R$75,48",13660,"R$2,13",Sim,"R$1.682.648,00","R$1.300.000,00","R$10.846.718,17",
1586,24/12/2016,7,10,14,25,30,44,0,,"R$0,00",13,"R$3.766,78",797,"R$70,21",14294,"R$1,95",5,17,25,27,40,45,0,"R$0,00",9,"R$4.896,82",765,"R$73,15",14539,"R$1,92",Sim,"R$1.613.742,00","R$1.500.000,00","R$10.925.067,28",
1587,27/12/2016,10,13,16,19,42,47,0,,"R$0,00",24,"R$2.307,93",979,"R$64,66",17155,"R$1,84",1,10,18,32,37,46,0,"R$0,00",15,"R$3.323,42",673,"R$94,06",13092,"R$2,41",Sim,"R$1.825.384,00","R$1.700.000,00","R$11.013.691,87",
